HomeTeam,AwayTeam,HomeScore,AwayScore,Date,Competition,Country,Matchday
Las Palmas Atletico,Rapido Bouzas,2,2,2018-12-09,Segunda B,Spain,16
CD Teruel,RCD Espanyol B,0,4,2018-12-09,Segunda B,Spain,16
Lida,Conquense,3,0,2018-12-09,Segunda B,Spain,16
UCAM Murcia,Poli Ejido,3,0,2018-12-09,Segunda B,Spain,16
Granada CFB,CF Talavera,4,1,2018-12-09,Segunda B,Spain,16
Santander,Leioa SD,2,0,2018-12-09,Segunda B,Spain,16
Alcoyano,Ejea,0,0,2018-12-09,Segunda B,Spain,16
Ebro,UE Olot,0,0,2018-12-09,Segunda B,Spain,16
UP Langreo,CD Tudelano,2,0,2018-12-09,Segunda B,Spain,16
Sevilla Atletico,At Sanluqueno,0,0,2018-12-09,Segunda B,Spain,16
CDIzarra,SD Gernika,3,2,2018-12-09,Segunda B,Spain,16
Sporting Gijon,Athletic Bilbao B,3,1,2018-12-09,Segunda B,Spain,16
Hercules,Peralada,1,0,2018-12-09,Segunda B,Spain,16
Almeria B,Murcia Feminas,1,3,2018-12-09,Segunda B,Spain,16
Castellon,CESabadell,0,1,2018-12-09,Segunda B,Spain,16
Celta Vigo B,Fuenlabrada,1,0,2018-12-09,Segunda B,Spain,16
RealValladolidB,Burgos,1,0,2018-12-09,Segunda B,Spain,16
Cultural Leonesa,CDGuijuelo,1,0,2018-12-09,Segunda B,Spain,16
CDANavalcarnero,Salmantino Salamanca II,1,1,2018-12-09,Segunda B,Spain,16
Internacional,Ponferradina,0,2,2018-12-09,Segunda B,Spain,16
Cartagena FC,San Fernando,2,0,2018-12-09,Segunda B,Spain,16
BarakaldoCF,Torrelavega,1,0,2018-12-09,Segunda B,Spain,16
Pontevedra,Adarve,3,1,2018-12-09,Segunda B,Spain,16
Malaga B,CD Badajoz,2,2,2018-12-09,Segunda B,Spain,16
CA Linense,Rec de Huelva,2,0,2018-12-09,Segunda B,Spain,16
Cornella,VillarrealB,2,0,2018-12-09,Segunda B,Spain,16
Valencia CFB,Atletico Baleares,1,1,2018-12-09,Segunda B,Spain,16
Badalona,Barcelona B,1,2,2018-12-09,Segunda B,Spain,16
Melilla,Villanovense,0,0,2018-12-09,Segunda B,Spain,16
Arenas Getxo,Real Oviedo II,0,3,2018-12-08,Segunda B,Spain,16
Calahorra,Real Union Irun,1,1,2018-12-08,Segunda B,Spain,16
Salamanca,Deportivo La Coruna B,0,0,2018-12-08,Segunda B,Spain,16
Durango,SD Amorebieta,0,2,2018-12-08,Segunda B,Spain,16
Real Madrid Castilla,UD San Sebastian Reyes,3,2,2018-12-08,Segunda B,Spain,16
Atletico Baleares,Levante B,2,1,2018-12-02,Segunda B,Spain,15
San Fernando,Don Benito,2,1,2018-12-02,Segunda B,Spain,15
Salmantino Salamanca II,Cultural Leonesa,2,0,2018-12-02,Segunda B,Spain,15
CD Tudelano,BarakaldoCF,0,1,2018-12-02,Segunda B,Spain,15
Marbella,Granada CFB,0,2,2018-12-02,Segunda B,Spain,15
Coruxo FC,Las Palmas Atletico,2,1,2018-12-02,Segunda B,Spain,15
Victoria,Calahorra,1,1,2018-12-02,Segunda B,Spain,15
UD Logrones,Real Sociedad B,1,1,2018-12-02,Segunda B,Spain,15
CF Talavera,CA Linense,0,0,2018-12-02,Segunda B,Spain,15
UD San Sebastian Reyes,Atletico Madrid B,0,2,2018-12-02,Segunda B,Spain,15
At Sanluqueno,Melilla,0,1,2018-12-02,Segunda B,Spain,15
Peralada,Lida,1,2,2018-12-02,Segunda B,Spain,15
Conquense,Badalona,1,1,2018-12-02,Segunda B,Spain,15
CESabadell,Hercules,2,1,2018-12-02,Segunda B,Spain,15
Adarve,Celta Vigo B,0,0,2018-12-02,Segunda B,Spain,15
UE Olot,Alcoyano,1,1,2018-12-02,Segunda B,Spain,15
Rapido Bouzas,Pontevedra,1,3,2018-12-02,Segunda B,Spain,15
Poli Ejido,Cartagena FC,1,0,2018-12-02,Segunda B,Spain,15
Fuenlabrada,Internacional,4,0,2018-12-02,Segunda B,Spain,15
Real Oviedo II,Mirandes,1,1,2018-12-02,Segunda B,Spain,15
CDGuijuelo,Salamanca,0,1,2018-12-02,Segunda B,Spain,15
Real Union Irun,Sporting Gijon,2,0,2018-12-02,Segunda B,Spain,15
Ponferradina,RealValladolidB,5,0,2018-12-02,Segunda B,Spain,15
UD Ibiza,UCAM Murcia,2,0,2018-12-02,Segunda B,Spain,15
CD Badajoz,Almeria B,1,1,2018-12-02,Segunda B,Spain,15
Burgos,CDANavalcarnero,0,0,2018-12-02,Segunda B,Spain,15
Athletic Bilbao B,UP Langreo,5,1,2018-12-01,Segunda B,Spain,15
Deportivo La Coruna B,Real Madrid Castilla,4,3,2018-12-01,Segunda B,Spain,15
SD Gernika,Arenas Getxo,2,0,2018-12-01,Segunda B,Spain,15
SD Amorebieta,Santander,1,3,2018-12-01,Segunda B,Spain,15
RCD Espanyol B,Ebro,0,0,2018-12-01,Segunda B,Spain,15
Leioa SD,CDIzarra,2,2,2018-12-01,Segunda B,Spain,15
Rec de Huelva,Sevilla Atletico,2,1,2018-12-01,Segunda B,Spain,15
Ejea,Castellon,2,0,2018-12-01,Segunda B,Spain,15
Barcelona B,Valencia CFB,2,2,2018-12-01,Segunda B,Spain,15
UP Langreo,Real Union Irun,1,1,2018-11-25,Segunda B,Spain,14
Granada CFB,San Fernando,1,1,2018-11-25,Segunda B,Spain,14
Cultural Leonesa,Burgos,1,1,2018-11-25,Segunda B,Spain,14
Salamanca,Salmantino Salamanca II,1,1,2018-11-25,Segunda B,Spain,14
Castellon,Alcoyano,3,0,2018-11-25,Segunda B,Spain,14
Badalona,Peralada,0,1,2018-11-25,Segunda B,Spain,14
Malaga B,At Sanluqueno,2,1,2018-11-25,Segunda B,Spain,14
RealValladolidB,Fuenlabrada,1,1,2018-11-25,Segunda B,Spain,14
Atletico Madrid B,Deportivo La Coruna B,3,0,2018-11-25,Segunda B,Spain,14
Levante B,Barcelona B,0,0,2018-11-25,Segunda B,Spain,14
RCD Espanyol B,UE Olot,0,0,2018-11-25,Segunda B,Spain,14
UCAM Murcia,Murcia Feminas,2,1,2018-11-25,Segunda B,Spain,14
Sporting Gijon,Calahorra,2,3,2018-11-25,Segunda B,Spain,14
Las Palmas Atletico,UD San Sebastian Reyes,1,0,2018-11-25,Segunda B,Spain,14
BarakaldoCF,Athletic Bilbao B,1,1,2018-11-25,Segunda B,Spain,14
Internacional,Celta Vigo B,2,0,2018-11-25,Segunda B,Spain,14
CA Linense,Marbella,3,0,2018-11-25,Segunda B,Spain,14
Real Madrid Castilla,CDGuijuelo,1,0,2018-11-25,Segunda B,Spain,14
Hercules,Ejea,2,0,2018-11-25,Segunda B,Spain,14
CF Talavera,Rec de Huelva,2,3,2018-11-25,Segunda B,Spain,14
CDIzarra,SD Amorebieta,0,0,2018-11-25,Segunda B,Spain,14
Lida,CESabadell,3,2,2018-11-25,Segunda B,Spain,14
Cartagena FC,UD Ibiza,6,0,2018-11-25,Segunda B,Spain,14
Ebro,VillarrealB,2,0,2018-11-25,Segunda B,Spain,14
Don Benito,Poli Ejido,0,1,2018-11-25,Segunda B,Spain,14
Melilla,Sevilla Atletico,2,1,2018-11-25,Segunda B,Spain,14
Pontevedra,Coruxo FC,1,0,2018-11-25,Segunda B,Spain,14
Arenas Getxo,Leioa SD,1,1,2018-11-24,Segunda B,Spain,14
Valencia CFB,Conquense,2,2,2018-11-24,Segunda B,Spain,14
Real Sociedad B,Real Oviedo II,2,3,2018-11-24,Segunda B,Spain,14
Durango,CD Tudelano,1,0,2018-11-24,Segunda B,Spain,14
UD Logrones,Victoria,1,0,2018-11-24,Segunda B,Spain,14
Cornella,Atletico Baleares,2,0,2018-11-24,Segunda B,Spain,14
Victoria,Sporting Gijon,1,2,2018-11-18,Segunda B,Spain,13
VillarrealB,RCD Espanyol B,3,1,2018-11-18,Segunda B,Spain,13
Real Oviedo II,UD Logrones,0,1,2018-11-18,Segunda B,Spain,13
Burgos,Salamanca,0,1,2018-11-18,Segunda B,Spain,13
Celta Vigo B,RealValladolidB,0,0,2018-11-18,Segunda B,Spain,13
Salmantino Salamanca II,Real Madrid Castilla,3,3,2018-11-18,Segunda B,Spain,13
Adarve,Internacional,1,3,2018-11-18,Segunda B,Spain,13
Murcia Feminas,Cartagena FC,1,2,2018-11-18,Segunda B,Spain,13
Coruxo FC,Rapido Bouzas,0,0,2018-11-18,Segunda B,Spain,13
UD San Sebastian Reyes,Pontevedra,2,1,2018-11-18,Segunda B,Spain,13
CESabadell,Badalona,0,0,2018-11-18,Segunda B,Spain,13
Alcoyano,Hercules,1,0,2018-11-18,Segunda B,Spain,13
Sevilla Atletico,Malaga B,2,3,2018-11-18,Segunda B,Spain,13
CD Tudelano,Santander,1,1,2018-11-18,Segunda B,Spain,13
Rec de Huelva,Melilla,0,1,2018-11-18,Segunda B,Spain,13
UD Ibiza,Don Benito,0,1,2018-11-18,Segunda B,Spain,13
Marbella,CF Talavera,2,0,2018-11-18,Segunda B,Spain,13
Ponferradina,Cultural Leonesa,0,0,2018-11-18,Segunda B,Spain,13
CDGuijuelo,Atletico Madrid B,1,0,2018-11-18,Segunda B,Spain,13
Atletico Baleares,CD Teruel,4,3,2018-11-18,Segunda B,Spain,13
UE Olot,Castellon,1,1,2018-11-18,Segunda B,Spain,13
Conquense,Levante B,2,0,2018-11-18,Segunda B,Spain,13
San Fernando,CA Linense,0,1,2018-11-18,Segunda B,Spain,13
Deportivo La Coruna B,Las Palmas Atletico,1,1,2018-11-18,Segunda B,Spain,13
Calahorra,UP Langreo,2,4,2018-11-18,Segunda B,Spain,13
Poli Ejido,Granada CFB,2,0,2018-11-18,Segunda B,Spain,13
Athletic Bilbao B,Durango,2,2,2018-11-18,Segunda B,Spain,13
CD Badajoz,UCAM Murcia,1,0,2018-11-18,Segunda B,Spain,13
At Sanluqueno,Almeria B,2,1,2018-11-18,Segunda B,Spain,13
Torrelavega,CDIzarra,0,0,2018-11-18,Segunda B,Spain,13
Barcelona B,Cornella,2,1,2018-11-17,Segunda B,Spain,13
SD Gernika,Real Sociedad B,1,0,2018-11-17,Segunda B,Spain,13
Leioa SD,Mirandes,1,0,2018-11-17,Segunda B,Spain,13
SD Amorebieta,Arenas Getxo,0,1,2018-11-17,Segunda B,Spain,13
Real Union Irun,BarakaldoCF,1,2,2018-11-17,Segunda B,Spain,13
Ejea,Lida,4,4,2018-11-17,Segunda B,Spain,13
BarakaldoCF,Calahorra,1,2,2018-11-11,Segunda B,Spain,12
Don Benito,Murcia Feminas,0,0,2018-11-11,Segunda B,Spain,12
Malaga B,Melilla,0,1,2018-11-11,Segunda B,Spain,12
Almeria B,Sevilla Atletico,1,5,2018-11-11,Segunda B,Spain,12
UD Logrones,SD Gernika,2,0,2018-11-11,Segunda B,Spain,12
Ebro,Atletico Baleares,1,3,2018-11-11,Segunda B,Spain,12
Salamanca,Ponferradina,1,0,2018-11-11,Segunda B,Spain,12
Granada CFB,UD Ibiza,0,3,2018-11-11,Segunda B,Spain,12
UCAM Murcia,Villanovense,2,1,2018-11-11,Segunda B,Spain,12
Santander,Athletic Bilbao B,3,1,2018-11-11,Segunda B,Spain,12
CF Talavera,San Fernando,0,0,2018-11-11,Segunda B,Spain,12
Mirandes,SD Amorebieta,2,0,2018-11-11,Segunda B,Spain,12
Pontevedra,Deportivo La Coruna B,2,2,2018-11-11,Segunda B,Spain,12
Las Palmas Atletico,CDGuijuelo,3,1,2018-11-11,Segunda B,Spain,12
Marbella,Rec de Huelva,1,0,2018-11-11,Segunda B,Spain,12
Cartagena FC,CD Badajoz,1,0,2018-11-11,Segunda B,Spain,12
Cultural Leonesa,Fuenlabrada,1,1,2018-11-11,Segunda B,Spain,12
RealValladolidB,Internacional,2,1,2018-11-11,Segunda B,Spain,12
CA Linense,Poli Ejido,3,0,2018-11-11,Segunda B,Spain,12
Real Oviedo II,Victoria,0,0,2018-11-11,Segunda B,Spain,12
Rapido Bouzas,UD San Sebastian Reyes,1,1,2018-11-11,Segunda B,Spain,12
Lida,Alcoyano,2,0,2018-11-11,Segunda B,Spain,12
CDANavalcarnero,Celta Vigo B,3,1,2018-11-11,Segunda B,Spain,12
Valencia CFB,CESabadell,1,1,2018-11-11,Segunda B,Spain,12
Atletico Madrid B,Salmantino Salamanca II,2,1,2018-11-11,Segunda B,Spain,12
Badalona,Ejea,0,0,2018-11-11,Segunda B,Spain,12
CD Teruel,Barcelona B,1,0,2018-11-11,Segunda B,Spain,12
Hercules,Castellon,1,1,2018-11-11,Segunda B,Spain,12
Coruxo FC,Adarve,2,1,2018-11-11,Segunda B,Spain,12
Cornella,Conquense,2,1,2018-11-11,Segunda B,Spain,12
Real Sociedad B,Leioa SD,1,2,2018-11-10,Segunda B,Spain,12
Real Madrid Castilla,Burgos,1,0,2018-11-10,Segunda B,Spain,12
CDIzarra,CD Tudelano,1,1,2018-11-10,Segunda B,Spain,12
VillarrealB,UE Olot,1,2,2018-11-10,Segunda B,Spain,12
Arenas Getxo,Torrelavega,0,1,2018-11-10,Segunda B,Spain,12
UP Langreo,Sporting Gijon,0,2,2018-11-10,Segunda B,Spain,12
Durango,Real Union Irun,1,1,2018-11-10,Segunda B,Spain,12
Levante B,Peralada,2,2,2018-11-10,Segunda B,Spain,12
CD Badajoz,Don Benito,2,1,2018-11-04,Segunda B,Spain,11
UE Olot,Hercules,0,0,2018-11-04,Segunda B,Spain,11
SD Gernika,Real Oviedo II,1,1,2018-11-04,Segunda B,Spain,11
UD Ibiza,CA Linense,0,0,2018-11-04,Segunda B,Spain,11
CDGuijuelo,Pontevedra,3,0,2018-11-04,Segunda B,Spain,11
San Fernando,Marbella,2,0,2018-11-04,Segunda B,Spain,11
Adarve,RealValladolidB,2,1,2018-11-04,Segunda B,Spain,11
Calahorra,Durango,2,2,2018-11-04,Segunda B,Spain,11
Celta Vigo B,Cultural Leonesa,3,3,2018-11-04,Segunda B,Spain,11
UD San Sebastian Reyes,Coruxo FC,1,1,2018-11-04,Segunda B,Spain,11
Barcelona B,Ebro,1,1,2018-11-04,Segunda B,Spain,11
Internacional,CDANavalcarnero,1,1,2018-11-04,Segunda B,Spain,11
Castellon,Lida,0,1,2018-11-04,Segunda B,Spain,11
Real Union Irun,Santander,0,3,2018-11-04,Segunda B,Spain,11
Victoria,UP Langreo,1,3,2018-11-04,Segunda B,Spain,11
Atletico Baleares,RCD Espanyol B,2,0,2018-11-04,Segunda B,Spain,11
Rec de Huelva,Malaga B,2,1,2018-11-04,Segunda B,Spain,11
Sporting Gijon,BarakaldoCF,2,0,2018-11-04,Segunda B,Spain,11
At Sanluqueno,UCAM Murcia,0,4,2018-11-04,Segunda B,Spain,11
Poli Ejido,CF Talavera,0,1,2018-11-04,Segunda B,Spain,11
CESabadell,Levante B,2,1,2018-11-04,Segunda B,Spain,11
CD Tudelano,Arenas Getxo,0,1,2018-11-04,Segunda B,Spain,11
Peralada,Cornella,2,2,2018-11-04,Segunda B,Spain,11
Salmantino Salamanca II,Las Palmas Atletico,2,0,2018-11-04,Segunda B,Spain,11
Burgos,Atletico Madrid B,1,1,2018-11-04,Segunda B,Spain,11
Fuenlabrada,Salamanca,1,1,2018-11-04,Segunda B,Spain,11
Alcoyano,Badalona,0,1,2018-11-04,Segunda B,Spain,11
Melilla,Almeria B,4,0,2018-11-04,Segunda B,Spain,11
Villanovense,Cartagena FC,1,1,2018-11-04,Segunda B,Spain,11
Athletic Bilbao B,CDIzarra,6,0,2018-11-03,Segunda B,Spain,11
Murcia Feminas,Granada CFB,0,1,2018-11-03,Segunda B,Spain,11
Ponferradina,Real Madrid Castilla,3,2,2018-11-03,Segunda B,Spain,11
SD Amorebieta,Real Sociedad B,1,1,2018-11-03,Segunda B,Spain,11
Ejea,Valencia CFB,3,1,2018-11-03,Segunda B,Spain,11
Leioa SD,UD Logrones,2,1,2018-11-03,Segunda B,Spain,11
CF Talavera,UD Ibiza,0,2,2018-10-28,Segunda B,Spain,10
BarakaldoCF,UP Langreo,1,0,2018-10-28,Segunda B,Spain,10
UD San Sebastian Reyes,Adarve,2,2,2018-10-28,Segunda B,Spain,10
Las Palmas Atletico,Burgos,0,0,2018-10-28,Segunda B,Spain,10
Granada CFB,CD Badajoz,0,2,2018-10-28,Segunda B,Spain,10
San Fernando,Rec de Huelva,1,0,2018-10-28,Segunda B,Spain,10
VillarrealB,Atletico Baleares,2,1,2018-10-28,Segunda B,Spain,10
Coruxo FC,Deportivo La Coruna B,1,0,2018-10-28,Segunda B,Spain,10
CDANavalcarnero,RealValladolidB,3,2,2018-10-28,Segunda B,Spain,10
RCD Espanyol B,Barcelona B,1,0,2018-10-28,Segunda B,Spain,10
Levante B,Ejea,2,0,2018-10-28,Segunda B,Spain,10
CDIzarra,Real Union Irun,1,1,2018-10-28,Segunda B,Spain,10
Pontevedra,Salmantino Salamanca II,2,0,2018-10-28,Segunda B,Spain,10
UD Logrones,SD Amorebieta,2,0,2018-10-28,Segunda B,Spain,10
CA Linense,Murcia Feminas,0,0,2018-10-28,Segunda B,Spain,10
Cornella,CESabadell,1,1,2018-10-28,Segunda B,Spain,10
Marbella,Poli Ejido,1,2,2018-10-28,Segunda B,Spain,10
Badalona,Castellon,2,0,2018-10-28,Segunda B,Spain,10
Rapido Bouzas,CDGuijuelo,2,1,2018-10-28,Segunda B,Spain,10
Atletico Madrid B,Ponferradina,1,1,2018-10-28,Segunda B,Spain,10
UCAM Murcia,Sevilla Atletico,3,0,2018-10-28,Segunda B,Spain,10
Cartagena FC,At Sanluqueno,3,0,2018-10-28,Segunda B,Spain,10
Real Oviedo II,Leioa SD,1,1,2018-10-27,Segunda B,Spain,10
Durango,Sporting Gijon,2,1,2018-10-27,Segunda B,Spain,10
Salamanca,Celta Vigo B,1,1,2018-10-27,Segunda B,Spain,10
Don Benito,Villanovense,2,2,2018-10-27,Segunda B,Spain,10
Ebro,Conquense,0,0,2018-10-27,Segunda B,Spain,10
Real Madrid Castilla,Fuenlabrada,0,1,2018-10-27,Segunda B,Spain,10
Lida,Hercules,0,1,2018-10-27,Segunda B,Spain,10
Arenas Getxo,Athletic Bilbao B,1,0,2018-10-27,Segunda B,Spain,10
Santander,Calahorra,5,0,2018-10-27,Segunda B,Spain,10
Valencia CFB,Alcoyano,2,3,2018-10-27,Segunda B,Spain,10
Real Sociedad B,Torrelavega,0,0,2018-10-27,Segunda B,Spain,10
Cultural Leonesa,Internacional,3,1,2018-10-27,Segunda B,Spain,10
Mirandes,CD Tudelano,3,0,2018-10-27,Segunda B,Spain,10
UD Ibiza,Marbella,4,0,2018-10-21,Segunda B,Spain,9
Peralada,Ebro,1,2,2018-10-21,Segunda B,Spain,9
Conquense,RCD Espanyol B,1,1,2018-10-21,Segunda B,Spain,9
CDGuijuelo,Coruxo FC,0,0,2018-10-21,Segunda B,Spain,9
Fuenlabrada,Atletico Madrid B,2,0,2018-10-21,Segunda B,Spain,9
Sporting Gijon,Santander,3,1,2018-10-21,Segunda B,Spain,9
Deportivo La Coruna B,UD San Sebastian Reyes,0,1,2018-10-21,Segunda B,Spain,9
Poli Ejido,San Fernando,0,2,2018-10-21,Segunda B,Spain,9
CESabadell,CD Teruel,2,0,2018-10-21,Segunda B,Spain,9
UP Langreo,Durango,4,1,2018-10-21,Segunda B,Spain,9
UE Olot,Lida,0,1,2018-10-21,Segunda B,Spain,9
Ponferradina,Las Palmas Atletico,0,0,2018-10-21,Segunda B,Spain,9
Real Union Irun,Arenas Getxo,1,1,2018-10-21,Segunda B,Spain,9
Villanovense,Granada CFB,1,0,2018-10-21,Segunda B,Spain,9
Castellon,Valencia CFB,1,1,2018-10-21,Segunda B,Spain,9
Calahorra,CDIzarra,2,0,2018-10-21,Segunda B,Spain,9
Ejea,Cornella,0,0,2018-10-21,Segunda B,Spain,9
Melilla,UCAM Murcia,2,2,2018-10-21,Segunda B,Spain,9
Murcia Feminas,CF Talavera,1,0,2018-10-21,Segunda B,Spain,9
Alcoyano,Levante B,2,3,2018-10-21,Segunda B,Spain,9
Salmantino Salamanca II,Rapido Bouzas,0,1,2018-10-21,Segunda B,Spain,9
Hercules,Badalona,1,0,2018-10-21,Segunda B,Spain,9
Sevilla Atletico,Cartagena FC,0,1,2018-10-21,Segunda B,Spain,9
Internacional,Salamanca,0,0,2018-10-21,Segunda B,Spain,9
Burgos,Pontevedra,0,1,2018-10-21,Segunda B,Spain,9
At Sanluqueno,Don Benito,2,1,2018-10-21,Segunda B,Spain,9
Rec de Huelva,Almeria B,2,0,2018-10-21,Segunda B,Spain,9
Celta Vigo B,Real Madrid Castilla,1,1,2018-10-21,Segunda B,Spain,9
Torrelavega,UD Logrones,0,1,2018-10-21,Segunda B,Spain,9
CD Tudelano,Real Sociedad B,1,3,2018-10-21,Segunda B,Spain,9
CD Badajoz,CA Linense,0,2,2018-10-21,Segunda B,Spain,9
RealValladolidB,Cultural Leonesa,0,0,2018-10-20,Segunda B,Spain,9
Athletic Bilbao B,Mirandes,1,3,2018-10-20,Segunda B,Spain,9
SD Amorebieta,Real Oviedo II,1,2,2018-10-20,Segunda B,Spain,9
Barcelona B,VillarrealB,1,1,2018-10-20,Segunda B,Spain,9
Leioa SD,SD Gernika,1,1,2018-10-20,Segunda B,Spain,9
Victoria,BarakaldoCF,0,1,2018-10-20,Segunda B,Spain,9
UD San Sebastian Reyes,CDGuijuelo,2,0,2018-10-14,Segunda B,Spain,8
Badalona,Lida,1,1,2018-10-14,Segunda B,Spain,8
Valencia CFB,Hercules,0,0,2018-10-14,Segunda B,Spain,8
Arenas Getxo,Calahorra,2,1,2018-10-14,Segunda B,Spain,8
Atletico Baleares,UE Olot,1,0,2018-10-14,Segunda B,Spain,8
Rapido Bouzas,Burgos,0,1,2018-10-14,Segunda B,Spain,8
Cartagena FC,Melilla,0,2,2018-10-14,Segunda B,Spain,8
CD Teruel,Ejea,0,0,2018-10-14,Segunda B,Spain,8
Mirandes,Real Union Irun,2,2,2018-10-14,Segunda B,Spain,8
RCD Espanyol B,Peralada,3,1,2018-10-14,Segunda B,Spain,8
CA Linense,Villanovense,1,1,2018-10-14,Segunda B,Spain,8
Ebro,CESabadell,1,3,2018-10-14,Segunda B,Spain,8
Poli Ejido,Rec de Huelva,0,1,2018-10-14,Segunda B,Spain,8
Pontevedra,Ponferradina,0,0,2018-10-14,Segunda B,Spain,8
Don Benito,Sevilla Atletico,0,1,2018-10-14,Segunda B,Spain,8
Coruxo FC,Salmantino Salamanca II,1,1,2018-10-14,Segunda B,Spain,8
San Fernando,UD Ibiza,2,0,2018-10-14,Segunda B,Spain,8
Cornella,Alcoyano,1,2,2018-10-14,Segunda B,Spain,8
Levante B,Castellon,0,0,2018-10-14,Segunda B,Spain,8
Real Oviedo II,Torrelavega,2,0,2018-10-14,Segunda B,Spain,8
Granada CFB,At Sanluqueno,0,0,2018-10-14,Segunda B,Spain,8
CDIzarra,Sporting Gijon,0,2,2018-10-14,Segunda B,Spain,8
Marbella,Murcia Feminas,0,0,2018-10-14,Segunda B,Spain,8
Atletico Madrid B,Celta Vigo B,3,0,2018-10-14,Segunda B,Spain,8
CF Talavera,CD Badajoz,4,0,2018-10-14,Segunda B,Spain,8
UCAM Murcia,Malaga B,3,1,2018-10-14,Segunda B,Spain,8
Las Palmas Atletico,Fuenlabrada,0,1,2018-10-14,Segunda B,Spain,8
UD Logrones,CD Tudelano,1,0,2018-10-13,Segunda B,Spain,8
Leioa SD,Victoria,1,1,2018-10-13,Segunda B,Spain,8
Cultural Leonesa,CDANavalcarnero,3,1,2018-10-13,Segunda B,Spain,8
Real Sociedad B,Athletic Bilbao B,1,0,2018-10-13,Segunda B,Spain,8
Real Madrid Castilla,Internacional,1,1,2018-10-13,Segunda B,Spain,8
Santander,UP Langreo,4,1,2018-10-13,Segunda B,Spain,8
Salamanca,RealValladolidB,1,1,2018-10-13,Segunda B,Spain,8
SD Gernika,SD Amorebieta,1,1,2018-10-12,Segunda B,Spain,8
Durango,BarakaldoCF,0,1,2018-10-12,Segunda B,Spain,8
Sevilla Atletico,Granada CFB,1,1,2018-10-07,Segunda B,Spain,7
Internacional,Atletico Madrid B,5,1,2018-10-07,Segunda B,Spain,7
Malaga B,Cartagena FC,0,2,2018-10-07,Segunda B,Spain,7
UE Olot,Badalona,4,0,2018-10-07,Segunda B,Spain,7
Hercules,Levante B,0,1,2018-10-07,Segunda B,Spain,7
BarakaldoCF,Santander,0,1,2018-10-07,Segunda B,Spain,7
Villanovense,CF Talavera,1,3,2018-10-07,Segunda B,Spain,7
Melilla,Don Benito,3,0,2018-10-07,Segunda B,Spain,7
CDANavalcarnero,Salamanca,0,1,2018-10-07,Segunda B,Spain,7
Ejea,Ebro,0,0,2018-10-07,Segunda B,Spain,7
Lida,Valencia CFB,2,0,2018-10-07,Segunda B,Spain,7
Almeria B,UCAM Murcia,0,1,2018-10-07,Segunda B,Spain,7
CDGuijuelo,Deportivo La Coruna B,1,0,2018-10-07,Segunda B,Spain,7
Fuenlabrada,Pontevedra,0,2,2018-10-07,Segunda B,Spain,7
UP Langreo,CDIzarra,4,0,2018-10-07,Segunda B,Spain,7
CESabadell,RCD Espanyol B,3,2,2018-10-07,Segunda B,Spain,7
CD Tudelano,Real Oviedo II,1,3,2018-10-07,Segunda B,Spain,7
Sporting Gijon,Arenas Getxo,1,1,2018-10-07,Segunda B,Spain,7
Adarve,Cultural Leonesa,0,1,2018-10-07,Segunda B,Spain,7
CD Badajoz,Marbella,0,0,2018-10-07,Segunda B,Spain,7
Burgos,Coruxo FC,0,1,2018-10-07,Segunda B,Spain,7
At Sanluqueno,CA Linense,0,0,2018-10-07,Segunda B,Spain,7
Murcia Feminas,San Fernando,1,1,2018-10-07,Segunda B,Spain,7
UD Ibiza,Poli Ejido,1,3,2018-10-07,Segunda B,Spain,7
RealValladolidB,Real Madrid Castilla,1,2,2018-10-07,Segunda B,Spain,7
Celta Vigo B,Las Palmas Atletico,0,1,2018-10-07,Segunda B,Spain,7
Real Union Irun,Real Sociedad B,2,1,2018-10-07,Segunda B,Spain,7
Salmantino Salamanca II,UD San Sebastian Reyes,0,3,2018-10-07,Segunda B,Spain,7
Calahorra,Mirandes,2,3,2018-10-07,Segunda B,Spain,7
Athletic Bilbao B,UD Logrones,0,0,2018-10-06,Segunda B,Spain,7
Castellon,Cornella,0,0,2018-10-06,Segunda B,Spain,7
Barcelona B,Atletico Baleares,1,1,2018-10-06,Segunda B,Spain,7
SD Amorebieta,Leioa SD,1,3,2018-10-06,Segunda B,Spain,7
Coruxo FC,Ponferradina,0,1,2018-09-30,Segunda B,Spain,6
Cornella,Hercules,0,2,2018-09-30,Segunda B,Spain,6
San Fernando,CD Badajoz,1,0,2018-09-30,Segunda B,Spain,6
Las Palmas Atletico,Internacional,1,1,2018-09-30,Segunda B,Spain,6
VillarrealB,CESabadell,4,1,2018-09-30,Segunda B,Spain,6
UD San Sebastian Reyes,Burgos,2,0,2018-09-30,Segunda B,Spain,6
Atletico Madrid B,RealValladolidB,0,0,2018-09-30,Segunda B,Spain,6
CA Linense,Sevilla Atletico,1,1,2018-09-30,Segunda B,Spain,6
CDGuijuelo,Adarve,2,1,2018-09-30,Segunda B,Spain,6
Mirandes,Sporting Gijon,1,1,2018-09-30,Segunda B,Spain,6
CF Talavera,At Sanluqueno,3,0,2018-09-30,Segunda B,Spain,6
Cartagena FC,Almeria B,4,1,2018-09-30,Segunda B,Spain,6
CD Teruel,Castellon,0,0,2018-09-30,Segunda B,Spain,6
Deportivo La Coruna B,Salmantino Salamanca II,1,0,2018-09-30,Segunda B,Spain,6
Granada CFB,Melilla,5,1,2018-09-30,Segunda B,Spain,6
